2016-05-15 01:21:54.004 UTC,"postgres","nyiso",21,"172.17.0.3:52869",5737ceff.15,4,"idle",2016-05-15 01:21:03 UTC,,0,LOG,00000,"disconnection: session time: 0:00:50.767 user=postgres database=nyiso host=172.17.0.3 port=52869",,,,,,,,,""
2016-05-15 01:24:47.815 UTC,,,33,"172.17.0.1:41738",5737cfdf.21,1,"",2016-05-15 01:24:47 UTC,,0,LOG,00000,"connection received: host=172.17.0.1 port=41738",,,,,,,,,""
2016-05-15 01:24:47.842 UTC,"postgres","nyiso",33,"172.17.0.1:41738",5737cfdf.21,2,"authentication",2016-05-15 01:24:47 UTC,2/25,0,LOG,00000,"connection authorized: user=postgres database=nyiso",,,,,,,,,""
2016-05-15 01:31:57.581 UTC,,,42,"172.17.0.1:41739",5737d18d.2a,1,"",2016-05-15 01:31:57 UTC,,0,LOG,00000,"connection received: host=172.17.0.1 port=41739",,,,,,,,,""
2016-05-15 01:31:57.609 UTC,"postgres","nyiso",42,"172.17.0.1:41739",5737d18d.2a,2,"authentication",2016-05-15 01:31:57 UTC,3/17,0,LOG,00000,"connection authorized: user=postgres database=nyiso",,,,,,,,,""
2016-05-15 01:31:57.763 UTC,,,43,"172.17.0.1:41740",5737d18d.2b,1,"",2016-05-15 01:31:57 UTC,,0,LOG,00000,"connection received: host=172.17.0.1 port=41740",,,,,,,,,""
2016-05-15 01:31:57.793 UTC,"postgres","nyiso",43,"172.17.0.1:41740",5737d18d.2b,2,"authentication",2016-05-15 01:31:57 UTC,4/1,0,LOG,00000,"connection authorized: user=postgres database=nyiso",,,,,,,,,""
2016-05-15 01:31:57.881 UTC,"postgres","nyiso",43,"172.17.0.1:41740",5737d18d.2b,3,"idle",2016-05-15 01:31:57 UTC,,0,LOG,00000,"disconnection: session time: 0:00:00.118 user=postgres database=nyiso host=172.17.0.1 port=41740",,,,,,,,,"psql"
2016-05-15 01:31:57.960 UTC,"postgres","nyiso",42,"172.17.0.1:41739",5737d18d.2a,3,"idle",2016-05-15 01:31:57 UTC,,0,LOG,00000,"disconnection: session time: 0:00:00.379 user=postgres database=nyiso host=172.17.0.1 port=41739",,,,,,,,,""
2016-05-15 01:32:14.064 UTC,,,1,,5737ceda.1,3,,2016-05-15 01:20:26 UTC,,0,LOG,00000,"received smart shutdown request",,,,,,,,,""
2016-05-15 01:32:14.064 UTC,,,18,,5737ceda.12,2,,2016-05-15 01:20:26 UTC,1/0,0,LOG,00000,"autovacuum launcher shutting down",,,,,,,,,""
